Fresh feed flow,Ambient temperature,Feed temperature,Reactor pressure,Regenerator pressure,Furnace temperature,Reactor feed temperature,Regenerator temperature,Catalyst level,Stack gas temperature,Stack gas CO content (ppm),regenerature temperature controller valve opening,Reactor feed temperature controller valve opening,Reactor temperature controller valve opening,Ampearage combustion air blower,Ampearage wet gas blower,Furnace fuel flowrate,Combustion air flowrate,LPG flowrate,Light cycle oil flowrate,Reflux flowrate,Overhead fractionator temperature,Fractionator temperature controller valve opening
168.02,79.922,461.49,34.4,28,1579.1,616,1249.9,31.857,1255.5,29626,26.093,58.949,44.471,286.36,221.87,2025.4,3827.6,3353.2,1694.3,3381.8,320.75,55.011
168.05,79.931,461.41,34.4,28,1579.8,616,1249.9,31.872,1255.5,29620,26.098,59,44.464,286.38,221.98,2027.1,3827.9,3355.4,1694.9,3384.5,320.8,55.047
168.11,79.947,461.48,34.4,28,1579.7,616,1249.9,31.882,1255.6,29616,26.105,58.994,44.462,286.41,222.11,2026.9,3828.3,3357.8,1695.5,3387.2,320.85,55.084
168.08,79.937,461.33,34.4,28,1580.4,615.99,1249.9,31.907,1255.6,29613,26.11,59.045,44.447,286.42,222.2,2028.7,3828.7,3359.5,1696,3389.9,320.89,55.119
167.97,79.911,461.05,34.4,28,1581.5,615.99,1249.9,31.947,1255.6,29607,26.11,59.129,44.42,286.4,222.27,2031.6,3828.8,3360.7,1696.3,3392.3,320.92,55.152
167.99,79.919,461.08,34.4,28,1581.4,615.99,1249.9,31.966,1255.6,29601,26.11,59.122,44.41,286.4,222.37,2031.3,3828.7,3362.5,1696.7,3394.6,320.96,55.183
168.02,79.929,461.11,34.4,28,1581.4,616,1249.9,31.979,1255.6,29595,26.11,59.121,44.402,286.41,222.47,2031.3,3828.6,3364.5,1697,3397,321,55.215
168.02,79.93,460.92,34.4,28,1582.6,615.99,1249.9,31.996,1255.6,29589,26.109,59.205,44.392,286.41,222.56,2034.2,3828.6,3366.2,1697.3,3399.2,321.04,55.244
168.01,79.93,460.62,34.4,28,1584.4,615.98,1249.9,32.013,1255.6,29585,26.107,59.338,44.382,286.4,222.65,2038.7,3828.4,3367.8,1697.6,3401.3,321.08,55.272
168.09,79.952,460.75,34.4,28,1584.1,615.99,1249.9,32.014,1255.6,29583,26.108,59.317,44.384,286.42,222.76,2038,3828.4,3369.9,1697.7,3403.5,321.12,55.301
168.15,79.968,460.67,34.4,28,1585,615.99,1249.9,32.015,1255.6,29583,26.111,59.379,44.386,286.44,222.86,2040.1,3828.6,3371.9,1697.7,3405.7,321.17,55.329
168.19,79.977,460.7,34.4,28,1585.1,615.99,1249.9,32.019,1255.6,29587,26.116,59.384,44.387,286.46,222.97,2040.3,3828.8,3373.9,1697.5,3408,321.21,55.359
168.11,79.955,460.7,34.4,28,1584.6,616,1249.9,32.046,1255.6,29590,26.117,59.35,44.368,286.45,223.03,2039.2,3829,3375,1697.3,3410.2,321.25,55.388
168.02,79.933,460.86,34.4,28,1583,616.01,1249.9,32.079,1255.6,29591,26.114,59.236,44.345,286.42,223.09,2035.2,3828.8,3376,1697.1,3412.1,321.27,55.415
168.06,79.946,460.91,34.4,28,1583,616.01,1249.9,32.088,1255.6,29592,26.112,59.233,44.341,286.42,223.18,2035.1,3828.6,3377.8,1697,3414.2,321.31,55.442
168.06,79.949,460.9,34.4,28,1583,616,1250,32.1,1255.6,29592,26.11,59.237,44.334,286.42,223.26,2035.3,3828.5,3379.4,1697,3416.2,321.34,55.469
167.99,79.933,460.82,34.4,28,1583.1,616,1250,32.124,1255.6,29592,26.105,59.247,44.316,286.39,223.32,2035.6,3828.2,3380.3,1697.1,3418,321.37,55.493
167.98,79.934,460.85,34.4,28,1582.9,616,1250,32.139,1255.6,29591,26.099,59.227,44.305,286.38,223.38,2034.9,3827.8,3381.5,1697.2,3419.7,321.4,55.515
167.99,79.941,461.01,34.4,28,1581.9,616.01,1250,32.147,1255.6,29591,26.094,59.157,44.299,286.36,223.45,2032.5,3827.3,3382.8,1697.4,3421.2,321.43,55.534
168.01,79.948,460.73,34.4,28,1583.8,615.99,1250,32.151,1255.6,29592,26.089,59.293,44.296,286.35,223.52,2037.2,3827,3384.1,1697.5,3422.6,321.46,55.553
168.07,79.963,460.77,34.4,28,1583.8,616,1250,32.149,1255.6,29595,26.086,59.297,44.299,286.36,223.6,2037.3,3826.7,3385.6,1697.6,3424,321.49,55.57
168.04,79.957,460.53,34.4,28,1585.2,615.99,1250,32.159,1255.6,29599,26.083,59.394,44.291,286.34,223.65,2040.7,3826.5,3386.5,1697.7,3425.3,321.52,55.586
168.05,79.962,460.66,34.4,28,1584.4,616,1250,32.164,1255.6,29604,26.08,59.342,44.288,286.33,223.71,2038.9,3826.3,3387.6,1697.7,3426.5,321.55,55.601
168.04,79.961,460.75,34.4,28,1583.8,616,1250,32.172,1255.6,29609,26.076,59.298,44.282,286.32,223.76,2037.3,3826,3388.7,1697.7,3427.7,321.57,55.615
168.01,79.956,460.88,34.4,28,1582.9,616.01,1250,32.183,1255.6,29615,26.072,59.228,44.274,286.31,223.81,2034.9,3825.8,3389.5,1697.7,3428.7,321.59,55.629
167.99,79.953,461.02,34.4,28,1581.9,616.01,1250,32.193,1255.6,29620,26.067,59.155,44.266,286.29,223.85,2032.5,3825.4,3390.3,1697.7,3429.8,321.61,55.642
168.02,79.963,460.88,34.4,28,1582.9,616,1250,32.193,1255.6,29625,26.064,59.231,44.267,286.29,223.91,2035.1,3825.1,3391.5,1697.7,3430.8,321.64,55.655
167.9,79.934,461.04,34.4,28,1581.2,616.01,1250,32.22,1255.6,29629,26.056,59.107,44.244,286.24,223.92,2030.8,3824.7,3391.5,1697.6,3431.6,321.65,55.665
167.91,79.942,460.99,34.4,28,1581.6,616,1250,32.224,1255.6,29633,26.048,59.133,44.241,286.22,223.97,2031.7,3824.1,3392.4,1697.5,3432.4,321.67,55.674
167.88,79.938,461.2,34.4,28,1580,616.01,1250,32.233,1255.6,29635,26.039,59.023,44.232,286.19,223.99,2027.9,3823.5,3392.9,1697.4,3433,321.69,55.681
167.85,79.934,461.21,34.4,28,1579.8,616.01,1250,32.242,1255.6,29638,26.029,59.007,44.223,286.16,224.02,2027.4,3822.8,3393.2,1697.4,3433.4,321.7,55.686
167.83,79.935,461.08,34.4,28,1580.5,616,1250,32.246,1255.6,29641,26.019,59.059,44.217,286.13,224.04,2029.1,3822.1,3393.6,1697.3,3433.7,321.71,55.688
167.82,79.938,461.32,34.4,28,1579,616.01,1250.1,32.248,1255.6,29644,26.009,58.946,44.213,286.1,224.06,2025.3,3821.4,3394,1697.1,3433.9,321.72,55.689
167.79,79.935,461.42,34.4,28,1578.2,616.01,1250.1,32.253,1255.6,29648,25.999,58.886,44.206,286.07,224.07,2023.2,3820.6,3394.1,1697,3433.9,321.73,55.687
167.77,79.933,461.35,34.4,28,1578.4,616,1250.1,32.256,1255.6,29652,25.987,58.908,44.201,286.03,224.07,2024,3819.8,3394.2,1696.8,3433.7,321.74,55.683
167.79,79.942,461.41,34.4,28,1578.2,616,1250.1,32.25,1255.6,29657,25.977,58.887,44.202,286.01,224.09,2023.2,3819.1,3394.5,1696.6,3433.5,321.75,55.678
167.71,79.926,461.41,34.4,28,1577.7,616.01,1250.1,32.26,1255.6,29662,25.965,58.853,44.19,285.96,224.07,2022.1,3818.3,3394.1,1696.4,3433,321.75,55.67
167.73,79.938,461.33,34.4,28,1578.3,616,1250.1,32.251,1255.6,29668,25.954,58.9,44.193,285.93,224.08,2023.7,3817.5,3394.3,1696.2,3432.6,321.75,55.661
167.74,79.944,461.08,34.4,28,1579.9,615.99,1250.1,32.243,1255.6,29674,25.944,59.014,44.196,285.9,224.09,2027.6,3816.8,3394.4,1696,3432.1,321.76,55.652
167.74,79.947,460.94,34.4,28,1580.8,615.99,1250.1,32.236,1255.6,29682,25.935,59.08,44.198,285.88,224.09,2029.9,3816.1,3394.4,1695.6,3431.5,321.76,55.643
167.8,79.967,460.96,34.4,28,1581,615.99,1250.1,32.217,1255.6,29692,25.93,59.096,44.21,285.88,224.11,2030.4,3815.7,3394.8,1695.2,3431.1,321.77,55.635
167.82,79.972,460.9,34.4,28,1581.5,615.99,1250.1,32.205,1255.6,29703,25.926,59.132,44.216,285.87,224.12,2031.6,3815.4,3395,1694.6,3430.7,321.78,55.628
167.76,79.957,460.92,34.4,28,1581,616,1250.1,32.209,1255.6,29715,25.92,59.098,44.211,285.84,224.1,2030.5,3815,3394.7,1693.9,3430.3,321.78,55.62
167.81,79.972,460.79,34.4,28,1582.1,615.99,1250.1,32.195,1255.6,29726,25.918,59.175,44.221,285.84,224.12,2033.1,3814.8,3395,1693.1,3430,321.78,55.614
167.72,79.95,460.88,34.4,28,1581,616,1250.1,32.205,1255.6,29736,25.912,59.097,44.21,285.81,224.1,2030.5,3814.5,3394.5,1692.3,3429.6,321.78,55.608
167.66,79.941,460.94,34.4,28,1580.3,616.01,1250.1,32.211,1255.6,29744,25.905,59.05,44.203,285.78,224.08,2028.8,3814,3394.2,1691.6,3429.2,321.78,55.601
167.67,79.947,460.89,34.4,28,1580.7,616,1250.1,32.206,1255.6,29751,25.899,59.077,44.205,285.77,224.08,2029.7,3813.6,3394.2,1691,3428.7,321.78,55.594
167.71,79.959,460.74,34.4,28,1581.8,615.99,1250.1,32.194,1255.6,29758,25.895,59.158,44.213,285.76,224.09,2032.6,3813.2,3394.4,1690.4,3428.4,321.79,55.587
167.71,79.963,460.55,34.4,28,1583,615.99,1250.1,32.186,1255.6,29765,25.892,59.245,44.217,285.75,224.09,2035.5,3813,3394.3,1689.8,3427.9,321.79,55.58
167.65,79.949,460.58,34.4,28,1582.4,616,1250.1,32.192,1255.6,29771,25.887,59.205,44.21,285.73,224.06,2034.2,3812.7,3393.8,1689.2,3427.3,321.78,55.57
167.58,79.937,460.72,34.4,28,1581.2,616.01,1250.1,32.2,1255.6,29776,25.88,59.116,44.201,285.7,224.03,2031.1,3812.2,3393.1,1688.7,3426.6,321.78,55.559
167.61,79.948,460.74,34.4,28,1581.3,616,1250.1,32.191,1255.6,29780,25.874,59.119,44.206,285.69,224.03,2031.2,3811.8,3393.1,1688.3,3425.8,321.77,55.547
167.69,79.972,460.89,34.4,28,1580.8,616.01,1250.1,32.17,1255.6,29785,25.872,59.083,44.221,285.7,224.04,2030,3811.5,3393.4,1688,3425.2,321.78,55.536
167.66,79.966,460.79,34.4,28,1581.3,616,1250.1,32.167,1255.6,29791,25.87,59.119,44.221,285.69,224.02,2031.2,3811.4,3393,1687.7,3424.4,321.78,55.524
167.65,79.964,460.95,34.4,28,1580.2,616.01,1250.1,32.164,1255.6,29797,25.867,59.042,44.222,285.68,224,2028.5,3811.2,3392.6,1687.4,3423.6,321.77,55.512
167.76,79.994,460.9,34.4,28,1581.2,616,1250.1,32.138,1255.5,29804,25.87,59.108,44.242,285.71,224.03,2030.8,3811.3,3393.1,1687.1,3423.1,321.78,55.503
167.84,80.011,460.95,34.4,28,1581.3,616,1250.1,32.117,1255.5,29813,25.876,59.117,44.258,285.74,224.05,2031.2,3811.7,3393.6,1686.7,3422.7,321.79,55.496
167.92,80.028,461.04,34.4,28,1581.3,616,1250,32.097,1255.5,29825,25.885,59.112,44.276,285.78,224.07,2030.9,3812.3,3394.1,1686.2,3422.6,321.8,55.493
167.82,80.002,460.93,34.4,28,1581.3,616,1250,32.109,1255.5,29835,25.892,59.12,44.268,285.78,224.05,2031.3,3812.9,3393.7,1685.5,3422.5,321.8,55.491
167.76,79.984,460.96,34.4,28,1580.8,616,1250,32.123,1255.5,29841,25.897,59.082,44.26,285.79,224.04,2029.9,3813.3,3393.4,1684.8,3422.5,321.79,55.49
167.76,79.985,460.7,34.4,28,1582.4,615.99,1250,32.125,1255.5,29845,25.902,59.2,44.26,285.8,224.05,2034,3813.6,3393.5,1684.3,3422.5,321.8,55.491
167.67,79.965,460.58,34.4,28,1582.6,615.99,1250,32.143,1255.5,29844,25.903,59.214,44.247,285.79,224.03,2034.5,3813.8,3393.1,1683.8,3422.5,321.79,55.491
167.57,79.941,460.57,34.4,28,1582,616,1250,32.167,1255.5,29840,25.9,59.175,44.229,285.77,223.99,2033.1,3813.7,3392.4,1683.6,3422.3,321.78,55.489
167.58,79.951,460.73,34.4,28,1581.1,616.01,1250,32.169,1255.5,29834,25.897,59.111,44.227,285.76,223.99,2030.9,3813.4,3392.4,1683.5,3422.1,321.78,55.485
167.58,79.954,460.83,34.4,28,1580.5,616.01,1250,32.171,1255.5,29826,25.893,59.066,44.224,285.75,223.98,2029.4,3813.1,3392.2,1683.5,3421.7,321.78,55.479
167.64,79.973,460.78,34.4,28,1581.1,616,1250,32.16,1255.5,29820,25.892,59.11,44.232,285.76,223.99,2030.9,3813,3392.4,1683.6,3421.2,321.78,55.471
167.61,79.967,460.69,34.4,28,1581.5,616,1250,32.163,1255.5,29815,25.89,59.139,44.228,285.75,223.97,2031.9,3812.8,3391.9,1683.6,3420.6,321.78,55.461
167.6,79.967,460.89,34.4,28,1580.2,616.01,1250,32.165,1255.5,29811,25.887,59.045,44.226,285.74,223.95,2028.7,3812.6,3391.5,1683.6,3419.8,321.77,55.449
167.6,79.97,461.04,34.4,28,1579.3,616.01,1250,32.163,1255.5,29808,25.884,58.977,44.226,285.73,223.93,2026.3,3812.4,3391.2,1683.7,3419,321.77,55.437
167.63,79.98,461.18,34.4,28,1578.7,616.01,1250,32.156,1255.5,29805,25.882,58.928,44.231,285.74,223.92,2024.6,3812.2,3391.1,1683.8,3418.2,321.76,55.424
167.75,80.01,461.17,34.4,28,1579.4,616,1250,32.131,1255.5,29805,25.885,58.981,44.25,285.76,223.95,2026.5,3812.3,3391.6,1684,3417.6,321.77,55.415
167.74,80.006,461.37,34.4,28,1578.1,616.01,1250,32.127,1255.5,29807,25.888,58.887,44.252,285.77,223.94,2023.2,3812.6,3391.4,1684,3417.1,321.77,55.407
167.79,80.016,461.28,34.4,28,1579,616,1250,32.116,1255.5,29811,25.893,58.947,44.262,285.79,223.95,2025.3,3812.9,3391.6,1683.8,3416.8,321.77,55.401
167.85,80.031,461.17,34.4,28,1580,615.99,1250,32.101,1255.5,29815,25.901,59.022,44.276,285.83,223.97,2027.9,3813.4,3392.1,1683.5,3416.8,321.78,55.4
167.89,80.037,461.17,34.4,28,1580.3,615.99,1250,32.093,1255.5,29821,25.911,59.041,44.285,285.86,223.99,2028.5,3814.1,3392.6,1683,3417,321.79,55.403
167.94,80.045,461.1,34.4,28,1581,615.99,1250,32.084,1255.5,29827,25.923,59.092,44.296,285.91,224.03,2030.3,3814.9,3393.2,1682.3,3417.5,321.8,55.409
168,80.055,461.2,34.4,28,1580.7,616,1250,32.076,1255.5,29833,25.937,59.071,44.307,285.96,224.07,2029.6,3815.9,3394.1,1681.6,3418.3,321.81,55.42
167.99,80.049,461.25,34.4,28,1580.4,616,1250,32.08,1255.5,29838,25.95,59.046,44.308,286,224.1,2028.7,3816.9,3394.6,1680.7,3419.3,321.83,55.434
167.98,80.04,461.37,34.4,28,1579.6,616.01,1249.9,32.09,1255.5,29841,25.963,58.988,44.306,286.03,224.12,2026.7,3817.8,3395.2,1679.9,3420.4,321.84,55.45
167.94,80.028,461.41,34.4,28,1579.1,616.01,1249.9,32.106,1255.4,29841,25.974,58.951,44.298,286.05,224.15,2025.4,3818.6,3395.6,1679.2,3421.6,321.85,55.468
167.99,80.041,461.46,34.4,28,1579.1,616,1249.9,32.107,1255.4,29840,25.986,58.951,44.304,286.1,224.2,2025.4,3819.4,3396.6,1678.6,3422.9,321.87,55.487
167.97,80.032,461.59,34.4,28,1578.2,616.01,1249.9,32.12,1255.4,29836,25.997,58.882,44.298,286.13,224.23,2023.1,3820.2,3397.2,1678.3,3424.3,321.88,55.507
167.9,80.012,461.41,34.4,28,1578.8,616,1249.9,32.145,1255.4,29829,26.005,58.934,44.283,286.14,224.24,2024.9,3820.8,3397.3,1678.2,3425.4,321.89,55.524
167.88,80.009,461.65,34.4,28,1577.3,616.01,1249.9,32.162,1255.5,29821,26.011,58.819,44.274,286.15,224.26,2020.9,3821.2,3397.8,1678.3,3426.5,321.9,55.539
167.86,80.004,461.58,34.4,28,1577.6,616,1249.9,32.178,1255.5,29810,26.015,58.842,44.265,286.16,224.28,2021.7,3821.5,3398.1,1678.8,3427.4,321.91,55.552
167.82,79.996,461.5,34.4,28,1577.8,616,1249.9,32.196,1255.5,29797,26.016,58.861,44.253,286.16,224.29,2022.3,3821.6,3398.3,1679.5,3428,321.91,55.561
167.87,80.011,461.59,34.4,28,1577.6,616,1249.9,32.199,1255.5,29785,26.019,58.841,44.254,286.18,224.32,2021.7,3821.8,3398.9,1680.5,3428.6,321.92,55.569
167.84,80.003,461.5,34.4,28,1577.9,616,1249.9,32.213,1255.5,29773,26.02,58.868,44.244,286.18,224.33,2022.6,3821.8,3398.9,1681.5,3429,321.93,55.574
167.91,80.023,461.55,34.4,28,1578,616,1249.9,32.209,1255.5,29762,26.022,58.876,44.25,286.2,224.37,2022.9,3821.9,3399.7,1682.6,3429.4,321.94,55.579
167.93,80.028,461.78,34.4,28,1576.8,616.01,1249.9,32.211,1255.5,29754,26.025,58.782,44.249,286.21,224.39,2019.6,3822.1,3400.1,1683.6,3429.7,321.95,55.583
167.77,79.986,461.71,34.4,28,1576.2,616.01,1249.9,32.247,1255.5,29745,26.022,58.744,44.221,286.17,224.35,2018.3,3822,3399.2,1684.6,3429.7,321.94,55.584
167.82,80.001,461.56,34.4,28,1577.4,616,1250,32.248,1255.5,29735,26.019,58.831,44.221,286.17,224.37,2021.3,3821.8,3399.7,1685.4,3429.8,321.94,55.584
167.78,79.993,461.33,34.4,28,1578.6,615.99,1250,32.26,1255.5,29725,26.014,58.918,44.212,286.15,224.37,2024.3,3821.5,3399.6,1686.2,3429.8,321.94,55.584
167.81,80.004,461.46,34.4,28,1578,616,1250,32.259,1255.5,29716,26.011,58.876,44.212,286.15,224.38,2022.8,3821.2,3399.9,1686.9,3429.8,321.95,55.584
167.73,79.984,461.7,34.4,28,1576,616.01,1250,32.278,1255.6,29708,26.003,58.731,44.195,286.11,224.36,2017.9,3820.7,3399.4,1687.4,3429.7,321.94,55.582
167.71,79.981,461.87,34.4,28,1574.8,616.01,1250,32.286,1255.6,29701,25.994,58.646,44.187,286.08,224.36,2015,3820.1,3399.3,1687.6,3429.5,321.94,55.578
167.74,79.995,461.74,34.4,28,1575.8,616,1250,32.28,1255.6,29695,25.987,58.718,44.19,286.07,224.37,2017.4,3819.5,3399.5,1687.7,3429.3,321.94,55.575
167.78,80.005,461.47,34.4,28,1577.7,615.99,1250,32.271,1255.6,29691,25.981,58.855,44.194,286.06,224.38,2022.1,3819.1,3399.7,1687.6,3429.1,321.95,55.572
167.72,79.991,461.3,34.4,28,1578.4,615.99,1250,32.279,1255.6,29688,25.973,58.908,44.185,286.02,224.36,2023.9,3818.6,3399.3,1687.3,3428.9,321.94,55.568
167.69,79.985,461.38,34.4,28,1577.7,616,1250,32.284,1255.6,29686,25.964,58.859,44.178,285.99,224.34,2022.3,3818,3399,1686.9,3428.5,321.94,55.562
167.66,79.98,461.31,34.4,28,1578,616,1250,32.287,1255.6,29684,25.954,58.879,44.173,285.96,224.32,2023,3817.3,3398.6,1686.5,3428,321.93,55.556
167.61,79.97,461.34,34.4,28,1577.5,616,1250,32.293,1255.6,29683,25.942,58.842,44.164,285.91,224.3,2021.7,3816.5,3398.1,1686.2,3427.5,321.93,55.548
167.59,79.969,461.3,34.4,28,1577.6,616,1250,32.292,1255.6,29682,25.93,58.854,44.16,285.87,224.27,2022.1,3815.6,3397.6,1685.9,3426.8,321.92,55.538
167.6,79.975,461.36,34.4,28,1577.3,616,1250.1,32.285,1255.6,29682,25.918,58.83,44.161,285.84,224.26,2021.3,3814.7,3397.3,1685.8,3426.1,321.91,55.528
167.51,79.957,461.16,34.4,28,1578,616,1250.1,32.292,1255.6,29683,25.903,58.883,44.151,285.78,224.21,2023.1,3813.8,3396.4,1685.6,3425.2,321.9,55.515
167.5,79.958,461.27,34.4,28,1577.3,616,1250.1,32.287,1255.6,29684,25.889,58.831,44.148,285.74,224.18,2021.3,3812.7,3395.7,1685.6,3424.1,321.89,55.499
167.53,79.97,461.22,34.4,28,1577.8,616,1250.1,32.272,1255.6,29687,25.876,58.865,44.155,285.71,224.16,2022.5,3811.8,3395.3,1685.6,3423,321.88,55.483
167.46,79.957,461.25,34.4,28,1577.2,616,1250.1,32.272,1255.6,29691,25.862,58.824,44.148,285.65,224.11,2021.1,3810.8,3394.3,1685.6,3421.7,321.86,55.464
167.48,79.963,461.02,34.4,28,1578.6,615.99,1250.1,32.258,1255.6,29696,25.849,58.93,44.154,285.62,224.07,2024.7,3809.9,3393.7,1685.6,3420.4,321.85,55.444
167.5,79.973,461.28,34.4,28,1577.2,616,1250.1,32.241,1255.6,29703,25.837,58.827,44.161,285.59,224.04,2021.2,3809,3393.1,1685.6,3419,321.84,55.424
167.45,79.963,461.16,34.4,28,1577.6,616,1250.1,32.235,1255.6,29711,25.825,58.859,44.159,285.54,223.99,2022.3,3808.2,3392.1,1685.5,3417.5,321.82,55.403
167.41,79.954,461.06,34.4,28,1578,616,1250.1,32.23,1255.6,29719,25.812,58.883,44.158,285.49,223.93,2023.1,3807.3,3391,1685.3,3416,321.8,55.38
167.39,79.952,461.16,34.4,28,1577.2,616,1250.1,32.221,1255.6,29727,25.799,58.831,44.159,285.45,223.88,2021.3,3806.4,3390,1685.2,3414.3,321.78,55.357
167.35,79.947,461.21,34.4,28,1576.7,616.01,1250.1,32.213,1255.6,29735,25.786,58.794,44.158,285.41,223.83,2020,3805.5,3388.9,1685,3412.7,321.76,55.333
167.36,79.953,461.06,34.4,28,1577.7,616,1250.1,32.197,1255.6,29744,25.774,58.865,44.165,285.37,223.78,2022.5,3804.6,3388,1684.7,3411,321.75,55.309
167.32,79.947,461.18,34.4,28,1576.7,616,1250.1,32.187,1255.6,29753,25.762,58.796,44.166,285.33,223.72,2020.1,3803.7,3386.9,1684.4,3409.2,321.73,55.283
167.36,79.959,461.07,34.4,28,1577.6,616,1250.1,32.165,1255.6,29762,25.752,58.86,44.178,285.31,223.68,2022.3,3803,3386.1,1684,3407.5,321.71,55.259
167.45,79.983,461.11,34.4,28,1577.9,616,1250.1,32.132,1255.6,29774,25.747,58.876,44.199,285.31,223.66,2022.9,3802.6,3385.8,1683.5,3406,321.7,55.236
167.52,80,461.2,34.4,28,1577.8,616,1250.1,32.101,1255.6,29789,25.746,58.867,44.219,285.31,223.64,2022.6,3802.4,3385.5,1682.7,3404.6,321.69,55.215
167.55,80.007,461.34,34.4,28,1577.2,616,1250.1,32.078,1255.6,29805,25.748,58.82,44.235,285.32,223.62,2020.9,3802.5,3385.1,1681.8,3403.4,321.68,55.198
167.57,80.009,461.4,34.4,28,1576.9,616,1250.1,32.06,1255.5,29823,25.751,58.8,44.248,285.34,223.59,2020.2,3802.8,3384.6,1680.8,3402.4,321.67,55.183
167.57,80.006,461.39,34.4,28,1576.9,616,1250.1,32.047,1255.5,29839,25.756,58.805,44.257,285.35,223.57,2020.4,3803.1,3384.1,1679.7,3401.6,321.66,55.171
167.65,80.023,461.24,34.4,28,1578.3,615.99,1250.1,32.023,1255.5,29855,25.764,58.903,44.277,285.39,223.57,2023.8,3803.7,3384.3,1678.7,3401.1,321.66,55.164
167.62,80.011,461.06,34.4,28,1579.3,615.99,1250.1,32.019,1255.5,29869,25.773,58.973,44.281,285.41,223.55,2026.2,3804.4,3383.9,1677.7,3400.8,321.66,55.16
167.6,80.005,461.14,34.4,28,1578.7,616,1250,32.017,1255.5,29880,25.781,58.931,44.285,285.43,223.53,2024.7,3805,3383.6,1676.8,3400.6,321.65,55.157
167.63,80.009,461.12,34.4,28,1579,616,1250,32.01,1255.5,29889,25.79,58.954,44.294,285.47,223.53,2025.5,3805.7,3383.6,1676.1,3400.5,321.65,55.158
167.64,80.009,461.1,34.4,28,1579.2,616,1250,32.006,1255.4,29896,25.8,58.965,44.299,285.5,223.53,2025.9,3806.4,3383.6,1675.4,3400.6,321.65,55.159
167.68,80.017,461.11,34.4,28,1579.4,616,1250,31.998,1255.4,29902,25.812,58.982,44.309,285.54,223.54,2026.5,3807.2,3383.8,1674.9,3400.8,321.65,55.163
167.75,80.03,461.15,34.4,28,1579.5,616,1250,31.987,1255.4,29906,25.826,58.989,44.322,285.6,223.56,2026.8,3808.2,3384.3,1674.5,3401.2,321.66,55.168
167.69,80.01,461.04,34.4,28,1579.8,616,1250,31.999,1255.4,29908,25.838,59.014,44.316,285.62,223.55,2027.6,3809.1,3384,1674.3,3401.5,321.65,55.173
167.71,80.015,461.11,34.4,28,1579.6,616,1250,32,1255.4,29909,25.851,58.993,44.32,285.66,223.56,2026.9,3810,3384.2,1674.2,3401.9,321.66,55.179
167.77,80.025,461.25,34.4,28,1579,616,1250,31.997,1255.4,29908,25.865,58.953,44.328,285.71,223.58,2025.5,3810.9,3384.7,1674.3,3402.4,321.66,55.186
167.7,80.004,461.06,34.4,28,1579.8,616,1249.9,32.015,1255.4,29904,25.876,59.01,44.318,285.74,223.57,2027.5,3811.8,3384.4,1674.6,3402.8,321.66,55.192
167.82,80.034,461.1,34.4,28,1580.3,616,1249.9,32.001,1255.4,29900,25.891,59.043,44.335,285.8,223.62,2028.6,3812.7,3385.4,1675,3403.4,321.67,55.201
167.81,80.026,461.36,34.4,28,1578.6,616.01,1249.9,32.011,1255.4,29895,25.905,58.921,44.332,285.84,223.63,2024.4,3813.8,3385.6,1675.4,3404,321.68,55.211
167.83,80.027,461.31,34.4,28,1579,616,1249.9,32.017,1255.4,29889,25.918,58.952,44.333,285.88,223.65,2025.5,3814.7,3386,1675.9,3404.7,321.68,55.221
167.86,80.032,461.15,34.4,28,1580.2,615.99,1249.9,32.02,1255.4,29883,25.933,59.037,44.337,285.93,223.68,2028.4,3815.7,3386.6,1676.4,3405.5,321.69,55.232
167.89,80.035,461.24,34.4,28,1579.8,616,1249.9,32.026,1255.4,29875,25.947,59.007,44.338,285.98,223.71,2027.4,3816.8,3387.2,1676.9,3406.4,321.7,55.246
167.81,80.012,461.26,34.4,28,1579.3,616,1249.9,32.052,1255.4,29866,25.958,58.968,44.323,286,223.71,2026,3817.6,3387.1,1677.3,3407.3,321.71,55.259
167.86,80.021,461.17,34.4,28,1580.1,616,1249.9,32.059,1255.4,29856,25.97,59.027,44.324,286.04,223.75,2028,3818.3,3387.9,1677.8,3408.2,321.72,55.273
167.91,80.03,461.07,34.4,28,1581,615.99,1249.9,32.063,1255.4,29845,25.982,59.09,44.326,286.08,223.79,2030.2,3819.2,3388.7,1678.2,3409.3,321.73,55.289
167.85,80.012,461.14,34.4,28,1580.2,616,1249.9,32.086,1255.4,29833,25.991,59.034,44.313,286.1,223.8,2028.3,3819.9,3388.9,1678.6,3410.3,321.73,55.304
167.75,79.986,460.96,34.4,28,1580.7,616,1249.9,32.118,1255.4,29818,25.995,59.078,44.291,286.09,223.79,2029.8,3820.2,3388.6,1679,3411.1,321.73,55.316
167.71,79.978,460.94,34.4,28,1580.6,616,1249.9,32.141,1255.4,29801,25.996,59.07,44.277,286.09,223.8,2029.5,3820.3,3388.7,1679.4,3411.8,321.74,55.327
167.8,80.001,460.79,34.4,28,1582.1,615.99,1249.9,32.138,1255.5,29785,25.999,59.177,44.282,286.12,223.84,2033.2,3820.5,3389.7,1680,3412.6,321.75,55.339
167.88,80.019,460.8,34.4,28,1582.5,615.99,1249.9,32.133,1255.5,29771,26.005,59.203,44.288,286.14,223.89,2034.1,3820.8,3390.6,1680.5,3413.5,321.76,55.35
